Year,Month,Day,TA_F,SW_IN_F,VPD_F
2008,4,3,2.049,249.772,4.535
2008,4,4,2.517,70.912,2.33
2008,4,5,2.072,74.295,1.094
2008,4,6,3.126,79.593,2.394
2008,4,7,2.53,273.388,3.616
2008,4,8,2.541,264.556,3.651
2008,4,9,4.18,232.881,3.967
2008,4,10,5.968,229.529,3.558
2008,4,11,4.109,228.858,3.415
2008,4,12,1.1,44.633,0.519
2008,4,13,2.569,149.565,2.121
2008,4,14,1.951,276.433,2.885
2008,4,15,2.089,290.794,3.397
2008,4,16,5.408,283.015,4.996
2008,4,17,7.982,290.456,4.849
2008,4,18,9.5,273.594,5.33
2008,4,19,9.413,221.16,5.102
2008,4,20,7.659,269.913,4.24
2008,4,21,8.245,223.105,3.307
2008,4,22,9.297,250.841,3.344
2008,4,23,12.154,220.875,4.116
2008,4,24,8.862,155.757,3.471
2008,4,25,7.268,296.875,5.055
2008,4,26,6.87,311.901,5.271
2008,4,27,6.966,79.323,3.182
2008,4,28,8.083,257.694,4.654
2008,4,29,7.293,21.411,0.288
2008,4,30,4.975,244.904,3.922
2008,5,1,4.28,273.635,4.751
2008,5,2,4.648,322.892,4.319
2008,5,3,6.519,163.212,3.594
2008,5,4,4.779,44.009,0.399
2008,5,5,10.08,215.084,3.631
2008,5,6,12.71,291.127,6.411
2008,5,7,11.595,312.204,6.318
2008,5,8,12.219,157.469,3.979
2008,5,9,10.763,303.659,6.133
2008,5,10,7.954,103.433,3.642
2008,5,11,9.074,326.682,5.572
2008,5,12,9.721,325.374,6.514
2008,5,13,11.413,303.655,7.539
2008,5,14,12.166,328.591,7.792
2008,5,15,12.659,270.166,7.269
2008,5,16,13.105,328.546,6.189
2008,5,17,10.772,89.039,3.063
2008,5,18,13.19,277.354,6.864
2008,5,19,10.93,147.857,3.361
2008,5,20,10.506,259.618,5.267
2008,5,21,10.393,155.99,3.13
2008,5,22,9.863,113.628,0.935
2008,5,23,10.346,228.73,3.673
2008,5,24,9.937,200.858,4.596
2008,5,25,13.617,345.608,9.155
2008,5,26,16.371,175.027,9.359
2008,5,27,17.629,266.98,9.53
2008,5,28,10.887,353.213,8.355
2008,5,29,14.002,269.656,9.478
2008,5,30,12.283,327.946,8.637
2008,5,31,10.814,26.333,1.59
2008,6,1,15.717,205.676,2.874
2008,6,2,13.731,168.88,4.597
2008,6,3,14.628,176.396,4.068
2008,6,4,12.355,21.108,1.498
2008,6,5,14.528,275.405,4.696
2008,6,6,13.647,71.047,4.833
2008,6,7,17.498,213.647,5.281
2008,6,8,24.085,292.529,12.36
2008,6,9,23.293,200.674,11.393
2008,6,10,20.38,261.774,6.489
2008,6,11,19.953,254.758,8.495
2008,6,12,16.967,329.983,10.792
2008,6,13,17.194,357.106,12.506
2008,6,14,17.384,349.931,10.668
2008,6,15,15.726,160.051,4.972
2008,6,16,16.292,82.423,5.445
2008,6,17,12.226,100.745,1
2008,6,18,14.33,100.483,2.2
2008,6,19,14.469,96.815,4.865
2008,6,20,15.15,135.825,3.849
2008,6,21,16.627,288.359,6.292
2008,6,22,18.872,191.158,7.518
2008,6,23,19.838,126.801,6.468
2008,6,24,19.771,276.136,8.623
2008,6,25,19.895,330.39,11.987
2008,6,26,20.352,119.461,9.378
2008,6,27,19.123,212.119,6.224
2008,6,28,16.932,48.059,5.433
2008,6,29,17.311,55.339,2.839
2008,6,30,19.529,139.431,2.928
2008,7,1,21.019,271.258,7.787
2008,7,2,20.049,227.259,3.696
2008,7,3,21.412,215.727,9.541
2008,7,4,18.693,342.86,9.877
2008,7,5,19.411,334.683,11.132
2008,7,6,21.076,330.321,11.322
2008,7,7,23.134,277.677,13.318
2008,7,8,24.736,297.972,13.907
2008,7,9,23.975,274.266,6.193
2008,7,10,21.549,301.205,7.695
2008,7,11,18.848,299.008,10.762
2008,7,12,19.476,299.019,12.021
2008,7,13,20.27,193.384,8.554
2008,7,14,20.3,112.885,4.24
2008,7,15,20.79,321.333,10.874
2008,7,16,21.452,323.837,11.375
2008,7,17,21.961,313.527,11.758
2008,7,18,19.038,133.777,5.545
2008,7,19,19.193,232.47,2.463
2008,7,20,20.136,162.916,6.595
2008,7,21,19.56,218.272,4.629
2008,7,22,19.631,187.348,6.73
2008,7,23,19.83,129.996,7.824
2008,7,24,20.75,110.184,3.152
2008,7,25,19.496,167.289,0.961
2008,7,26,21.041,273.51,8.108
2008,7,27,20.696,206.417,6.035
2008,7,28,20.131,196.721,5.536
2008,7,29,18.488,223.631,2.533
2008,7,30,20.868,265.869,8.466
2008,7,31,20.388,89.992,7.444
2008,8,1,17.879,55.872,1.186
2008,8,2,18.873,135.637,1.706
2008,8,3,18.385,47.695,0.847
2008,8,4,17.584,149.852,1.121
2008,8,5,16.913,184.747,6.472
2008,8,6,16.063,120.061,5.497
2008,8,7,14.866,56.902,4.094
2008,8,8,14.672,60.444,2.228
2008,8,9,16.081,178.281,1.751
2008,8,10,16.808,199.057,2.303
2008,8,11,16.15,127.426,1.247
2008,8,12,14.649,152.881,1.352
2008,8,13,16.627,245.604,4.158
2008,8,14,16.257,155.85,1.826
2008,8,15,17.803,277.146,6.188
2008,8,16,17.102,195,1.939
2008,8,17,18.455,200.626,5.477
2008,8,18,19.919,257.37,9.018
2008,8,19,16.897,109.486,5.883
2008,8,20,15.479,252.441,9.51
2008,8,21,18.203,274.701,8.941
2008,8,22,20.804,271.69,9.159
2008,8,23,21.424,256.232,8.148
2008,8,24,19.355,242.632,8.739
2008,8,25,17.984,122.91,5.471
2008,8,26,15.456,214.577,7.993
2008,8,27,18.232,265.706,10.213
2008,8,28,19.229,261.267,8.966
2008,8,29,16.939,157.339,4.683
2008,8,30,18.643,141.256,4.906
2008,8,31,17.956,227.744,7.714
2008,9,1,18.748,258.034,11.356
2008,9,2,18.876,205.956,8.706
2008,9,3,17.35,240.044,6.864
2008,9,4,18.382,203.645,4.293
2008,9,5,18.608,188.896,6.891
2008,9,6,21.573,102.527,6.771
2008,9,7,19.195,111.004,3.805
2008,9,8,16.449,189.671,7.807
2008,9,9,15.528,51.905,2.094
2008,9,10,12.393,220.634,5.598
2008,9,11,11.409,238.166,5.596
2008,9,12,13.064,43.683,2.374
2008,9,13,16.117,86.805,3.072
2008,9,14,15.347,24.44,1.233
2008,9,15,18.664,149.71,5.203
2008,9,16,13.29,197.557,5.566
2008,9,17,13.76,221.378,5.317
2008,9,18,11.15,231.91,5.648
2008,9,19,7.657,223.609,5.272
2008,9,20,10.278,220.078,4.07
2008,9,21,11.559,93.839,3.741
2008,9,22,8.548,215.049,4.656
2008,9,23,7.782,212.479,3.891
2008,9,24,10.883,197.235,4.192
2008,9,25,13.557,183.777,4.329
2008,9,26,12.761,87.266,3.174
2008,9,27,15.262,28.604,0.369
2008,9,28,16.309,21.099,0.4
2008,9,29,16.153,131.972,3.533
2008,9,30,13.518,136.402,4.097
2008,10,1,12.696,45.795,2.031
2008,10,2,11.498,47.773,1.348
2008,10,3,7.833,68.185,2.416
2008,10,4,8.454,87.017,4.318
2008,10,5,7.271,114.923,3.008
2008,10,6,6.389,133.949,3.686
2008,10,7,8.293,175.202,5.26
2008,10,8,10.514,164.376,5.017
2008,10,9,11.789,83.512,1.968
2008,10,10,12.455,156.337,4.545
2008,10,11,10.384,171.064,4.813
2008,10,12,9.762,157.196,4.039
2008,10,13,9.625,93.724,2.872
2008,10,14,10.4,48.24,3.334
2008,10,15,9.685,135.147,3.014
2008,10,16,9.384,13.317,0.873
2008,10,17,6.907,156.301,3.273
2008,10,18,3.726,157.848,3
2008,10,19,1.522,158.115,2.207
2008,10,20,1.571,153.438,1.559
2008,10,21,3.529,35.606,1.105
2008,10,22,2.001,61.95,1.105
2008,10,23,0.363,146.346,2.965
2008,10,24,2.94,141.304,2.604
2008,10,25,5.6,93.199,1.407
2008,10,26,12.194,14.606,0.662
2008,10,27,9.438,41.214,1.25
2008,10,28,11.025,68.312,0.613
2008,10,29,4.093,61.939,1.742
2008,10,30,2.389,48.285,2.966
2008,10,31,3.278,120.115,2.619
2008,11,1,2.381,127.309,3.058
2008,11,2,-0.988,128.319,2.519
2008,11,3,1.329,70.039,1.954
2008,11,4,6.434,59.637,1.262
2008,11,5,10.496,68.897,1.318
2008,11,6,10.992,23.81,0.654
2008,11,7,12.36,39.384,0.218
2008,11,8,11.232,29.419,0.303
2008,11,9,8.683,22.196,0.413
2008,11,10,3.847,37.847,0.521
2008,11,11,1.574,69.532,1.408
2008,11,12,0.733,75.826,1.913
2008,11,13,0.679,81.331,1.102
2008,11,14,7.88,11.416,0.212
2008,11,15,12.419,11.409,0.322
2008,11,16,10.816,10.896,0.719
2008,11,17,1.518,69.44,2.862
2008,11,18,-2.208,81.626,1.547
2008,11,19,-4.197,96.735,2.147
2008,11,20,-6.302,68.374,1.854
2008,11,21,-5.934,92.573,1.763
2008,11,22,-5.174,30.979,1.706
2008,11,23,-5.762,95.938,2.198
2008,11,24,-6.684,89.541,1.303
2008,11,25,0.003,13.44,1.036
2008,11,26,2.679,37.838,0.245
2008,11,27,-0.2,48.488,0.728
2008,11,28,0.607,32.242,0.899
2008,11,29,0.052,74.02,0.825
2008,11,30,-1.631,58.503,1.388
2008,12,1,3.602,18.882,0.248
2008,12,2,1.746,80.997,0.784
2008,12,3,-0.94,78.125,1.289
2008,12,4,1.715,15.894,1.194
2008,12,5,-3.699,85.277,1.432
2008,12,6,-4.318,35.985,1.214
2008,12,7,-1.773,17.312,0.501
2008,12,8,-10.438,85.554,1.293
2008,12,9,-5.53,18.977,1.095
2008,12,10,4.662,6.585,0.523
2008,12,11,-4.758,25.188,1.039
2008,12,12,0.206,9.674,0.204
2008,12,13,-7.77,78.834,1.125
2008,12,14,-6.469,46.209,1.254
2008,12,15,5.62,14.837,1.174
2008,12,16,-1.14,32.792,2.514
2008,12,17,-5.765,13.195,1.117
2008,12,18,-5.924,63.009,0.801
2008,12,19,-12.042,48.697,0.829
2008,12,20,-14.621,67.94,0.748
2008,12,21,-13.084,23.464,0.519
2008,12,22,-9.965,46.111,0.725
2008,12,23,-12.903,76.02,0.52
2008,12,24,-1.621,15.449,0.741
2008,12,25,-0.741,59.796,1.716
2008,12,26,-9.486,75.049,1.293
2008,12,27,-0.478,6.755,0.53
2008,12,28,5.744,15.415,0.613
2008,12,29,-2.408,79.923,1.68
2008,12,30,-6.748,37.297,0.713
2008,12,31,-11.742,46.404,0.544
2009,1,1,-14.586,82.215,0.701
2009,1,2,-9.012,76.637,1.573
2009,1,3,-10.035,80.218,0.969
2009,1,4,-6.873,76.326,1.156
2009,1,5,-6.788,31.84,0.869
2009,1,6,-7.365,86.489,1.179
2009,1,7,-9.835,9.013,0.452
2009,1,8,-5.342,27.843,0.853
2009,1,9,-9.958,80.043,0.582
2009,1,10,-12.041,88.323,0.464
2009,1,11,-14.346,31.246,0.218
2009,1,12,-13.997,69.568,0.32
2009,1,13,-7.972,66.101,0.824
2009,1,14,-9.549,89.724,0.795
2009,1,15,-19.228,87.922,0.305
2009,1,16,-21.557,91.576,0.289
2009,1,17,-21.105,95.126,0.245
2009,1,18,-11.218,15.55,0.188
2009,1,19,-6.191,70.38,0.43
2009,1,20,-9.812,95.026,0.447
2009,1,21,-11.889,98.896,0.472
2009,1,22,-6.709,54.052,1.178
2009,1,23,-9.836,51.18,0.605
2009,1,24,-7.743,108.166,1.05
2009,1,25,-14.958,106.534,0.614
2009,1,26,-20.174,109.522,0.326
2009,1,27,-18.667,117.161,0.416
2009,1,28,-15.169,20.638,0.109
2009,1,29,-6.592,102.248,0.878
2009,1,30,-7.475,93.962,0.792
2009,1,31,-6.885,88.907,0.925
2009,2,1,-11.587,48.915,0.507
2009,2,2,-6.634,71.225,1.16
2009,2,3,-8.144,30.999,0.785
2009,2,4,-10.66,88.862,0.618
2009,2,5,-14.513,126.456,0.44
2009,2,6,-13.941,127.319,0.599
2009,2,7,-7.892,88.648,1.252
2009,2,8,0.608,56.128,2.062
2009,2,9,-11.756,138.27,1.001
2009,2,10,-10.477,84.833,0.989
2009,2,11,-0.324,82.077,1.476
2009,2,12,0.927,15.096,0.421
2009,2,13,-7.089,131.153,1.375
2009,2,14,-5.273,138.266,1.759
2009,2,15,-1.744,107.135,1.593
2009,2,16,-2.533,90.099,0.856
2009,2,17,-3.066,66.055,1.144
2009,2,18,-4.52,145.28,1.227
2009,2,19,-3.08,20.426,0.503
2009,2,20,-5.285,93.942,0.934
2009,2,21,-5.424,155.638,1.576
2009,2,22,-4.592,95.118,1.263
2009,2,23,-3.252,64.56,1.197
2009,2,24,-3.743,161.102,2.079
2009,2,25,-6.984,166.46,1.379
2009,2,26,-4.495,46.067,0.997
2009,2,27,4.262,72.524,2.367
2009,2,28,-2.655,144.499,1.263
2009,3,1,-10.353,84.575,0.807
2009,3,2,-9.317,25.806,0.369
2009,3,3,-7.087,125.225,1.269
2009,3,4,-10.568,193.054,1.137
2009,3,5,-8.128,193.329,1.608
2009,3,6,-1.547,15.813,0.842
2009,3,7,4.664,105.644,3.056
2009,3,8,2.047,115.491,2.269
2009,3,9,-2.836,122.58,1.266
2009,3,10,-0.764,195.975,2.241
2009,3,11,1.534,14.673,1.18
2009,3,12,-6.4,216.305,1.872
2009,3,13,-9.421,219.577,1.365
2009,3,14,-2.884,212.004,2.613
2009,3,15,0.652,183.349,2.992
2009,3,16,-3.959,221.757,2.345
2009,3,17,-1.614,189.647,2.486
2009,3,18,3.567,91.626,2.186
2009,3,19,4.163,167.818,3.784
2009,3,20,-4.196,233.388,1.918
2009,3,21,-3.463,232.456,2.129
2009,3,22,-1.189,162.072,2.253
2009,3,23,-5.681,241.161,1.638
2009,3,24,-0.384,183.327,2.751
2009,3,25,0.084,246.981,2.964
2009,3,26,1.286,231.282,3.332
2009,3,27,1.934,77.742,1.806
2009,3,28,3.492,199.108,2.929
2009,3,29,4.063,89.308,1.923
2009,3,30,1.736,44.082,0.844
2009,3,31,1.338,217.346,2.425
2009,4,1,1.233,82.537,2.204
2009,4,2,5.088,154.533,2.776
2009,4,3,5.974,53.433,1.057
2009,4,4,6.917,36.804,1.226
2009,4,5,3.189,72.488,0.778
2009,4,6,4.404,122.295,2.012
2009,4,7,7.086,70.698,0.976
2009,4,8,2.903,64.488,2.508
2009,4,9,4.197,211.838,4.102
2009,4,10,3.265,196.19,3.517
2009,4,11,3.359,204.933,4.1
2009,4,12,2.247,168.246,3.162
2009,4,13,2.472,174.223,3.726
2009,4,14,3.379,291.056,4.537
2009,4,15,3.877,295.554,4.834
2009,4,16,3.758,294.593,4.747
2009,4,17,7.894,244.641,6.648
2009,4,18,6.85,291.65,5.292
2009,4,19,4.678,275.214,4.939
2009,4,20,4.981,288.813,5.641
2009,4,21,4.9,30.282,1.221
2009,4,22,11.49,119.174,1.442
2009,4,23,6.697,78.247,1.304
2009,4,24,9.298,303.738,6.748
2009,4,25,13.942,276.281,6.698
2009,4,26,13.745,248.944,8.279
2009,4,27,10.385,209.476,6.3
2009,4,28,16.979,205.921,9.239
2009,4,29,6.965,309.386,6.885
2009,4,30,9.655,304.971,7.621
2009,5,1,12.784,75.223,3.34
2009,5,2,11.873,230.457,5.677
2009,5,3,10.573,184.078,6.905
2009,5,4,13.122,285.42,8.701
2009,5,5,10.065,153.881,5.872
2009,5,6,7.253,76.972,0.761
2009,5,7,6.11,45.092,0.323
2009,5,8,11.977,170.097,3.76
2009,5,9,13.451,205.965,2.459
2009,5,10,11.525,153.679,1.766
2009,5,11,9.757,183.756,5.112
2009,5,12,10.254,242.919,6.383
2009,5,13,11.876,329.921,8.056
2009,5,14,12.124,244.675,6.05
2009,5,15,15.209,245.725,6.479
2009,5,16,13.089,227.231,6.52
2009,5,17,10.619,105.842,2.541
2009,5,18,6.778,114.06,4.369
2009,5,19,10.944,338.927,7.372
2009,5,20,13.096,234.725,7.18
2009,5,21,21.05,330.9,16.345
2009,5,22,20.158,240.291,14.528
2009,5,23,12.907,277.838,9.132
2009,5,24,15.123,219.957,7.78
2009,5,25,11.799,301.809,7.681
2009,5,26,9.914,332.881,7.616
2009,5,27,8.682,124.443,3.654
2009,5,28,9.155,100.253,2.996
2009,5,29,9.31,46.544,0.426
2009,5,30,14.355,151.859,2.75
2009,5,31,13.142,207.046,5.568
2009,6,1,11.949,311.844,7.717
2009,6,2,14.016,296.967,8.208
2009,6,3,13.791,334.286,8.377
2009,6,4,13.971,325.817,8.128
2009,6,5,14.369,285.331,7.905
2009,6,6,15.68,332.107,8.039
2009,6,7,16.007,287.655,10.513
2009,6,8,13.929,341.946,8.989
2009,6,9,12.354,161.134,6.68
2009,6,10,10.184,52.017,2.453
2009,6,11,14.311,152.321,5.524
2009,6,12,11.81,82.116,0.844
2009,6,13,16.382,275.708,7.77
2009,6,14,14.546,89.403,3.431
2009,6,15,13.346,175.746,2.137
2009,6,16,15.412,329.732,7.494
2009,6,17,18.715,325.031,11.648
2009,6,18,17.495,314.469,9.767
2009,6,19,14.642,45.829,2.341
2009,6,20,15.136,87.934,0.387
2009,6,21,17.522,79.746,4.141
2009,6,22,15.232,55.752,3.093
2009,6,23,15.133,61.641,1.529
2009,6,24,18.623,149.844,2.089
2009,6,25,20.05,209.917,4.068
2009,6,26,18.618,134.675,2.893
2009,6,27,17.088,64.553,1.884
2009,6,28,18.084,59.195,1.698
2009,6,29,17.227,76.811,2.258
2009,6,30,18.274,158.226,4.385
2009,7,1,18.973,168.985,4.936
2009,7,2,18.874,106.906,5.898
2009,7,3,17.125,59.463,2.172
2009,7,4,16.938,77.687,1.732
2009,7,5,16.511,285.042,3.195
2009,7,6,15.804,196.381,1.704
2009,7,7,13.369,45.377,3.043
2009,7,8,12.89,84.119,2.271
2009,7,9,16.232,319.386,7.518
2009,7,10,18.914,335.11,11.592
2009,7,11,18.379,304.275,9.307
2009,7,12,16.52,215.442,4.228
2009,7,13,16.011,276.908,5.467
2009,7,14,15.304,223.084,6.197
2009,7,15,15.425,233.669,6.571
2009,7,16,17.015,136.226,6.83
2009,7,17,18.745,224.541,3.188
2009,7,18,18.053,46.283,1.013
2009,7,19,19.65,284.679,8.313
2009,7,20,19.55,292.088,8.543
2009,7,21,19.099,189.687,5.699
2009,7,22,18.073,110.309,2.642
2009,7,23,18.346,158.569,6.209
2009,7,24,14.671,45.933,1.358
2009,7,25,17.608,192.405,4.137
2009,7,26,19.27,72.177,4.995
2009,7,27,20.698,171.011,3.246
2009,7,28,21.987,257.183,8.967
2009,7,29,22.188,281.647,5.232
2009,7,30,20.632,178.258,1.74
2009,7,31,19.95,130.804,4.829
2009,8,1,20.913,294.443,8.432
2009,8,2,20.147,191.204,6.364
2009,8,3,20.621,270.097,8.707
2009,8,4,20.42,255.209,8.703
2009,8,5,20.543,195.677,6.121
2009,8,6,18.906,261.116,8.935
2009,8,7,16.753,207.544,6.003
2009,8,8,16.287,278.614,9.416
2009,8,9,17.8,271.232,9.276
2009,8,10,19.827,190.604,4.081
2009,8,11,19.965,210.339,5.737
2009,8,12,19.2,240.013,6.217
2009,8,13,19.542,255.221,8.028
2009,8,14,21.857,289.996,9.986
2009,8,15,24.11,285.105,12.302
2009,8,16,23.538,244.524,9.537
2009,8,17,24.586,252.127,11.269
2009,8,18,26.094,254.442,13.323
2009,8,19,24.613,238.824,13.469
2009,8,20,21.577,269.919,11.751
2009,8,21,21.492,67.744,4.212
2009,8,22,24.24,162.101,7.625
2009,8,23,21.952,111.924,5.054
2009,8,24,19.38,187.275,4.344
2009,8,25,20.096,260.918,9.736
2009,8,26,20.315,172.271,9.036
2009,8,27,14.015,274.698,9.101
2009,8,28,13.224,273.147,7.373
2009,8,29,10.001,45.916,1.347
2009,8,30,15.487,175.177,3.936
2009,8,31,15.459,238.111,6.037
2009,9,1,14.229,261.554,7.024
2009,9,2,16.92,254.145,7.211
2009,9,3,19.566,233.792,8.025
2009,9,4,19.42,244.252,8.616
2009,9,5,16.031,253.863,8.268
2009,9,6,12.967,253.224,7.113
2009,9,7,14.166,231.073,5.967
2009,9,8,16.8,182.11,5.635
2009,9,9,14.484,245.478,8.175
2009,9,10,12.312,242.613,5.885
2009,9,11,12.567,203.721,4.945
2009,9,12,14.95,173.931,5.049
2009,9,13,16.693,153.992,4.687
2009,9,14,15.21,197.749,7.852
2009,9,15,13.634,166.822,4.346
2009,9,16,10.4,84.059,4.893
2009,9,17,10.487,226.417,4.509
2009,9,18,11.087,119.637,3.279
2009,9,19,10.4,218.009,6.213
2009,9,20,11.84,199.315,6.036
2009,9,21,14.635,210.044,5.262
2009,9,22,15.724,159.82,4.309
2009,9,23,18.989,119.228,3.662
2009,9,24,14.69,181.114,3.512
2009,9,25,8.95,169.404,3.595
2009,9,26,7.545,208.098,4.559
2009,9,27,10.672,39.213,1.568
2009,9,28,16.074,125.342,2.893
2009,9,29,14.116,125.979,2.522
2009,9,30,12.99,101.583,3.996
2009,10,1,9.007,91.728,2.612
2009,10,2,8.334,107.658,3.553
2009,10,3,9.088,37.688,1.952
2009,10,4,13.014,35.951,0.294
2009,10,5,11.151,135.722,2.444
2009,10,6,10.79,128.308,3.026
2009,10,7,8.178,14.237,0.455
2009,10,8,8.462,138.791,2.602
2009,10,9,8.984,38.681,2.068
2009,10,10,9.215,78.719,1.912
2009,10,11,6.147,120.268,4.406
2009,10,12,5.019,133.391,4.164
2009,10,13,2.401,33.657,0.651
2009,10,14,2.026,120.614,2.417
2009,10,15,0.45,109.114,2.698
2009,10,16,1.087,117.715,2.632
2009,10,17,2.142,158.493,2.509
2009,10,18,1.265,43.956,1.526
2009,10,19,3.097,130.199,1.509
2009,10,20,4.18,63.019,1.421
2009,10,21,5.491,137.387,2.433
2009,10,22,1.778,15.291,1.116
2009,10,23,1.208,129.003,1.843
2009,10,24,6.53,10.501,0.723
2009,10,25,10.518,137.019,2.86
2009,10,26,3.747,139.358,3.681
2009,10,27,1.989,76.918,2.619
2009,10,28,2.572,66.678,2.269
2009,10,29,2.957,100.985,2.022
2009,10,30,4.259,115.025,2.325
2009,10,31,12.486,19.041,2.924
2009,11,1,8.029,104.039,3.41
2009,11,2,2.239,129.443,1.863
2009,11,3,3.929,88.736,1.781
2009,11,4,2.351,121.456,2.729
2009,11,5,0.055,50.409,1.527
2009,11,6,0.016,74.465,1.94
2009,11,7,0.123,107.532,2.041
2009,11,8,7.583,104.752,4.115
2009,11,9,8.64,102.693,4.325
2009,11,10,9.741,53.691,3.921
2009,11,11,3.266,97.576,2.018
2009,11,12,-0.628,95.997,1.105
2009,11,13,-0.303,82.09,1.426
2009,11,14,4.683,31.741,1.302
2009,11,15,11.6,40.632,0.396
2009,11,16,6.835,104.64,2.603
2009,11,17,2.019,83.145,2.367
2009,11,18,0.507,103.801,1.446
2009,11,19,0.905,101.183,1.33
2009,11,20,6.667,14.58,0.366
2009,11,21,5.927,52.586,1.816
2009,11,22,1.424,77.58,1.541
2009,11,23,0.514,45.026,0.706
2009,11,24,2.337,34.13,0.505
2009,11,25,5.022,25.171,0.771
2009,11,26,6.272,21.951,0.565
2009,11,27,4.836,15.679,0.256
2009,11,28,2.457,25.785,0.802
2009,11,29,0.97,75.457,2.418
2009,11,30,1.274,9.638,0.344
2009,12,1,-2.056,79.933,1.127
2009,12,2,0.438,78.374,1.308
2009,12,3,7.139,22.621,0.419
2009,12,4,2.364,68.638,0.687
2009,12,5,-0.169,25.857,1.156
2009,12,6,-1.718,70.899,1.79
2009,12,7,-3.235,42.226,1.469
2009,12,8,-4.367,66.876,1.569
2009,12,9,-5.849,7.688,0.643
2009,12,10,0.289,33.382,1.089
2009,12,11,-6.648,60.253,1.379
2009,12,12,-8.769,81.093,1.21
2009,12,13,-3.41,63.96,1.058
2009,12,14,-0.879,57.368,1.001
2009,12,15,-0.182,5.208,0.265
2009,12,16,-8.447,80.074,0.894
2009,12,17,-14.816,80.191,0.639
2009,12,18,-11.335,79.802,0.896
2009,12,19,-9.863,76.429,0.747
2009,12,20,-7.559,18.024,0.758
2009,12,21,-4.471,30.229,1.088
2009,12,22,-4.3,34.124,0.739
2009,12,23,-5.334,31.236,0.268
2009,12,24,0.095,45.088,1.12
2009,12,25,-3.598,17.385,0.57
2009,12,26,-3.594,19.821,0.564
2009,12,27,3.178,6.522,0.779
2009,12,28,-0.391,70.146,0.819
2009,12,29,-7.138,63.135,0.714
2009,12,30,-13.382,81.989,0.625
2009,12,31,-8.486,41.515,0.581
2010,1,1,-5.275,26.043,0.424
2010,1,2,-4.821,18.331,0.576
2010,1,3,1.497,28.319,1.008
2010,1,4,1.525,40.246,1.175
2010,1,5,0.215,31.48,1.055
2010,1,6,-1.509,61.854,1.226
2010,1,7,-2.511,65.057,1.33
2010,1,8,-6.08,60.224,0.613
2010,1,9,-8.238,80.38,0.759
2010,1,10,-12.618,82.928,0.51
2010,1,11,-7.971,55.546,0.652
2010,1,12,-10.1,61.783,0.563
2010,1,13,-11.854,90.006,0.62
2010,1,14,-10.782,92.079,0.549
2010,1,15,-1.114,12.694,1.184
2010,1,16,-0.618,30.244,1.362
2010,1,17,-8.314,54.356,0.744
2010,1,18,-6.343,29.084,0.809
2010,1,19,-4.402,18.367,0.332
2010,1,20,-2.302,38.73,0.473
2010,1,21,-3.864,79.686,0.955
2010,1,22,-6.467,96.74,0.848
2010,1,23,-9.468,101.003,0.887
2010,1,24,-9.035,83.551,0.776
2010,1,25,3.547,19.135,0.949
2010,1,26,2.723,29.714,1.057
2010,1,27,0.227,69.029,1.49
2010,1,28,-2.904,47.227,0.845
2010,1,29,-9.755,101.955,0.819
2010,1,30,-12.871,115.349,0.837
2010,1,31,-13.525,115.71,0.517
2010,2,1,-10.548,118.033,0.884
2010,2,2,-14.218,119.561,0.735
2010,2,3,-11.737,80.25,0.546
2010,2,4,-9.495,120.461,0.86
2010,2,5,-10.839,128.456,0.917
2010,2,6,-11.874,128.775,0.638
2010,2,7,-6.641,101.636,0.897
2010,2,8,-2.925,96.475,1.356
2010,2,9,-0.067,127.015,1.911
2010,2,10,-4.574,79.639,1.085
2010,2,11,-2.067,123.625,1.476
2010,2,12,-1.438,94.491,1.522
2010,2,13,-2.207,139.066,1.477
2010,2,14,-2.876,73.027,1.274
2010,2,15,-2.593,91.187,1.534
2010,2,16,-3.519,128.644,1.319
2010,2,17,-0.145,83.802,1.659
2010,2,18,1.485,97.613,1.223
2010,2,19,1.072,102.775,1.987
2010,2,20,1.87,152.83,2.62
2010,2,21,-0.069,57.015,1.362
2010,2,22,1.493,80.255,1.56
2010,2,23,0.826,76.197,1.258
2010,2,24,0.993,28.427,1.115
2010,2,25,1.14,19.68,0.76
2010,2,26,2.314,37.027,0.308
2010,2,27,2.32,30.819,0.397
2010,2,28,1.316,54.043,0.281
2010,3,1,0.761,55.244,0.961
2010,3,2,1.032,115.317,2.265
2010,3,3,-0.167,55.802,2.229
2010,3,4,-0.491,72.674,2.459
2010,3,5,-1.794,195.518,2.924
2010,3,6,1.804,193.564,3.953
2010,3,7,2.308,188.296,2.65
2010,3,8,3.011,173.707,3.264
2010,3,9,-1.952,199.012,2.253
2010,3,10,-2.592,201.745,2.234
2010,3,11,-0.392,184.144,2.624
2010,3,12,-0.079,209.542,2.819
2010,3,13,-0.548,194.578,2.771
2010,3,14,2.239,114.878,3.668
2010,3,15,3.315,170.112,4.175
2010,3,16,2.83,216.335,2.928
2010,3,17,5.746,197.042,4.473
2010,3,18,7.339,152.392,4.435
2010,3,19,5.035,186.988,3.474
2010,3,20,6.781,146.629,3.124
2010,3,21,1.424,97.075,2.881
2010,3,22,3.431,55.65,0.789
2010,3,23,2.708,18.247,0.202
2010,3,24,1.326,85.278,0.842
2010,3,25,5.266,230.213,4.45
2010,3,26,-3.7,224.574,2.253
2010,3,27,-6.15,244.831,2.38
2010,3,28,-1.071,146.107,2.624
